date,nb_jobs_in_queue,load_in_queue,liquid_load_horizon
3520.81,58,50501,3617.24
3529.05,58,50501,3609
3529.05,59,51101,3646.5
3538.36,59,51101,3637.19
3538.36,57,50233,3620.93
3548.89,57,50233,3610.4
3548.89,58,50667,3637.53
3565.46,58,50667,3620.96
3565.46,59,52459,3732.96
3578.75,59,52459,3719.67
3578.75,60,52715,3735.67
3600,60,52715,3607.42
3600,60,52715,3714.42
3601.88,60,52715,3712.54
3601.88,61,53140,3739.1
3625.84,61,53140,3715.14
3625.84,60,52715,3702.73
3625.84,59,52561,3690.32
3626.71,59,52561,3689.45
3626.71,60,52995,3716.58
3634.13,60,52995,3709.16
3634.13,61,53429,3736.29
3658.98,61,53429,3711.43
3658.98,62,53583,3721.06
3679.31,62,53583,3700.72
3679.31,61,52775,3691.22
3679.31,60,52341,3681.71
3696.71,60,52341,3664.32
3696.71,61,54105,3774.57
3714.35,61,54105,3756.92
3714.35,60,54030,3752.83
3715.15,60,54030,3752.03
3715.15,61,54455,3778.6
3723.61,61,54455,3770.14
3723.61,60,54301,3766.03
3725.64,60,54301,3763.99
3725.64,61,54455,3773.62
3733.48,61,54455,3765.78
3733.48,62,55067,3804.03
3745.37,62,55067,3792.14
3745.37,63,55142,3796.83
3755.35,63,55142,3786.85
3755.35,62,55067,3774.44
3755.35,60,54479,3737.22
3762,60,54479,3730.56
3762,61,54913,3757.69
3764.61,61,54913,3755.08
3764.61,60,54759,3750.97
3781.12,60,54759,3734.46
3781.12,61,55193,3761.59
3793.53,61,55193,3749.18
3793.53,62,56125,3807.43
3811.34,62,56125,3789.62
3811.34,61,55721,3752
3812.12,61,55721,3751.22
3812.12,60,55646,3747.13
