date,nb_jobs_in_queue,load_in_queue,liquid_load_horizon
2220,7,3919,298.565
2220,7,3919,308.891
2225.89,7,3919,303.002
2225.89,8,4504,330.859
2236.26,8,4504,320.487
2236.26,1,585,190.269
2242.36,1,585,184.169
2242.36,1,585,184.169
2242.87,1,585,183.66
2242.87,0,0,0
2248.97,0,0,0
2248.97,0,0,0
2249,0,0,0
2249,1,585,190.503
2253.2,1,585,186.299
2253.2,0,0,0
2254.04,0,0,0
2254.04,0,0,0
2274.1,0,0,0
2274.1,0,0,0
2280,0,0,0
2280,0,0,0
2280,0,0,0
2282.36,0,0,0
2282.36,1,932,224.14
2286.1,1,932,220.4
2286.1,1,932,220.4
2293.72,1,932,212.777
2293.72,1,932,195.137
2293.72,0,0,0
2298.34,0,0,0
2298.34,0,0,0
2298.34,0,0,0
2299.52,0,0,0
2299.53,0,0,0
2299.53,0,0,0
2301.22,0,0,0
2301.22,0,0,0
2304.44,0,0,0
2304.44,0,0,0
2313.92,0,0,0
2313.92,0,0,0
2323.95,0,0,0
2323.95,0,0,0
2330.61,0,0,0
2330.61,0,0,0
2340,0,0,0
2340,0,0,0
2340,0,0,0
2340.18,0,0,0
2340.18,0,0,0
2341.78,0,0,0
2341.78,1,1168,235.857
2346.28,1,1168,233.157
2346.28,1,1168,233.157
2358.84,1,1168,225.619
2358.84,2,1768,265.619
2363.07,2,1768,263.082
2363.07,3,2096,284.949
2363.3,3,2096,284.81
2363.3,2,928,238.154
2366.1,2,928,235.35
2366.1,3,1112,247.616
2377.21,3,1112,236.509
2377.21,2,928,226.369
2382.47,2,928,221.108
2382.47,3,1072,230.708
2400,3,1072,213.181
2400,3,1072,213.181
2400,3,1072,213.181
2400.52,3,1072,212.664
2400.52,3,1072,214.335
2403.69,3,1072,211.386
2403.69,2,928,214.927
2404.63,2,928,213.99
2404.63,3,1540,257.632
2409.79,3,1540,252.47
2409.79,3,1540,252.47
2410.3,3,1540,251.961
2410.3,3,1540,267.279
2416.4,3,1540,261.649
2416.4,3,1540,261.649
2438.44,3,1540,241.301
2438.44,4,2452,307.826
2444.01,4,2452,302.659
2444.01,3,1852,255.942
2445.66,3,1852,254.289
2445.66,2,1524,251.259
2450.11,2,1524,246.813
2450.11,2,1524,246.813
2453.4,2,1524,243.522
2453.4,3,2436,308.82
2453.58,3,2436,308.644
2453.58,2,1824,334.521
2459.23,2,1824,331.127
2459.23,3,2258,299.311
2460,3,2258,298.736
2460,3,2258,290.399
2460,3,2258,290.399
2462.35,3,2258,288.604
2462.35,2,1346,273.236
2472.94,2,1346,262.647
2472.94,3,3138,367.221
2497.09,3,3138,343.069
2497.09,4,4354,406.807
2511.15,4,4354,392.748
2511.15,3,3442,340.399
2512.16,3,3442,339.383
2512.16,4,3586,346.962
2516.25,4,3586,342.874
2516.25,4,3586,335.242
2520,4,3586,331.69
2520,4,3586,314.896
2520,4,3586,314.896
2524.36,4,3586,310.754
2524.36,5,3990,330.139
2526.39,5,3990,328.205
2526.39,5,3990,344.615
2536.55,5,3990,334.458
2536.55,6,4065,329.579
2541.27,6,4065,324.86
2541.27,4,1839,279.289
2554.09,4,1839,266.468
2554.09,3,1764,198.665
2559.95,3,1764,192.805
2559.95,1,1216,158.031
2562.48,1,1216,155.838
2562.48,1,1216,160.838
2563.34,1,1216,160.03
2563.34,1,1216,155.647
2566.56,1,1216,152.863
2566.56,1,1216,144.144
2571.73,1,1216,140.346
2571.73,1,1216,135.964
2578.74,1,1216,131.293
2578.74,1,1216,153.16
2580,1,1216,151.984
2580,1,1216,151.984
2580,1,1216,151.984
2595.42,1,1216,137.588
2595.42,1,1216,120.17
2595.88,1,1216,119.867
2595.88,1,1216,102.516
2598.7,1,1216,101.39
2598.7,2,2980,278.351
2604.28,2,2980,275.411
2604.28,2,2980,288.885
2610.75,2,2980,284.797
2610.75,2,2980,284.22
2611.52,2,2980,283.817
2611.52,2,2980,283.528
2614.99,2,2980,281.886
2614.99,2,2980,294.788
2618.28,2,2980,292.813
2618.28,2,2980,300.013
2623.61,2,2980,296.281
2623.61,3,5172,396.42
2624.89,3,5172,395.461
2624.89,3,5172,390.012
2629.35,3,5172,387.037
2629.35,3,5172,378.765
2639.68,3,5172,372.308
2639.68,3,5172,364.037
2640,3,5172,363.851
2640,3,5172,363.851
2640,3,5172,363.851
2644.56,3,5172,361.191
2644.56,4,6964,435.857
2650.01,4,6964,432.677
2650.01,4,6964,446.343
2655.28,4,6964,442.39
2655.28,4,6964,456.057
2662.39,4,6964,449.518
2662.39,5,8756,517.396
2666.36,5,8756,513.723
2666.36,5,8756,508.84
2666.7,5,8756,508.553
2666.7,5,8756,498.876
2670.31,5,8756,496.332
2670.31,5,8756,473.931
2670.31,4,6964,410.652
2671.15,4,6964,410.198
2671.15,5,7398,429.925
2671.52,5,7398,429.721
2671.52,5,7398,429.223
2671.97,5,7398,429.019
2671.97,4,6182,425.398
2677.07,4,6182,420.3
2677.07,3,4390,352.597
2682.22,3,4390,347.447
2682.22,3,4390,337.94
2682.31,3,4390,337.855
2682.31,0,0,0
2688.07,0,0,0
2688.07,0,0,0
2689.85,0,0,0
2689.85,1,1168,451.997
2694.17,1,1168,447.678
2694.17,1,1168,447.678
2700,1,1168,441.846
2700,1,1168,426.218
2700,1,1168,426.218
2700.4,1,1168,425.822
2700.4,1,1168,411.445
2714.04,1,1168,398.849
2714.04,2,1712,431.714
2723,2,1712,423.23
2723,3,1896,406.36
2739.6,3,1896,390.631
2739.6,4,2040,373.243
2754.56,4,2040,359.166
2754.56,5,2474,381.316
2760,5,2474,376.109
2760,5,2474,356.143
2760,5,2474,356.143
2763.15,5,2474,353.159
2763.15,6,2618,360.638
2777.49,6,2618,346.923
2777.49,7,2762,353.184
2791.96,7,2762,339.342
2791.96,8,3347,354.902
2805.08,8,3347,342.286
2805.08,9,3772,358.632
2818.09,9,3772,346.126
2818.09,9,3772,349.011
2820,9,3772,347.098
2820,9,3772,347.098
2820,9,3772,347.098
2823.26,9,3772,343.834
2823.26,8,3628,337.984
2827.32,8,3628,333.928
2827.32,9,4213,356.428
2827.34,9,4213,356.404
2827.34,9,4213,353.875
2829.85,9,4213,351.464
2829.85,9,4213,328.202
2829.87,9,4213,328.183
2829.87,9,4213,323.153
2843.74,9,4213,311.951
2843.74,10,5021,343.028
2851.52,10,5021,336.746
2851.52,10,5021,336.535
2857.39,10,5021,332.019
2857.39,11,5175,337.942
