date,nb_jobs_in_queue,load_in_queue,liquid_load_horizon
1673.08,19,23747,1251.37
1674.3,19,23747,1250.47
1674.3,20,24659,1290.13
1680,20,24659,1285.91
1680,20,24659,1285.91
1680,20,24659,1285.91
1680.62,20,24659,1285.46
1680.62,21,25093,1304.33
1698.31,21,25093,1291.25
1698.31,22,25369,1303.25
1711.52,22,25369,1293.49
1711.52,20,22409,1318.45
1715.2,20,22409,1314.76
1715.2,21,22994,1340.2
1739.57,21,22994,1315.83
1739.57,22,23178,1323.83
1740,22,23178,1323.4
1740,22,23178,1274.8
1740,22,23178,1274.8
1759.05,22,23178,1255.75
1759.05,23,23790,1281.25
1764.37,23,23790,1275.93
1764.37,24,23934,1281.93
1770.6,24,23934,1275.7
1770.6,21,20234,1261.89
1775.97,21,20234,1256.53
1775.97,22,20418,1264.2
1777.21,22,20418,1262.95
1777.21,22,20418,1257.5
1783.29,22,20418,1251.93
1783.29,23,20602,1259.6
1792.23,23,20602,1251.4
1792.23,21,17602,1212.97
1798.41,21,17602,1206.79
1798.41,20,15810,1167.59
1800,20,15810,1166
1800,20,15810,1166
1800,20,15810,1166
1817.44,20,15810,1148.56
1817.44,21,16618,1182.23
1838.38,21,16618,1161.29
1838.38,22,16772,1167.7
1849.1,22,16772,1156.98
1849.1,23,17580,1190.65
1850.95,23,17580,1188.8
1850.95,24,17984,1205.63
1860,24,17984,1196.58
1860,24,17984,1229.36
1860,24,17984,1239.64
1864.63,24,17984,1235.01
1864.63,25,18138,1241.7
1867.77,25,18138,1238.57
1867.77,26,18946,1273.7
1883.42,26,18946,1258.05
1883.42,27,20114,1308.83
1891.52,27,20114,1300.73
1891.52,26,19960,1300.49
1897.54,26,19960,1294.47
1897.54,27,20364,1312.04
1911.14,27,20364,1298.44
1911.14,28,22156,1376.35
1920,28,22156,1367.49
1920,28,22156,1316.6
1920,28,22156,1316.6
1920.52,28,22156,1316.08
1920.52,27,22002,1307.81
1924.32,27,22002,1304.01
1924.32,28,22186,1311.68
1941.09,28,22186,1294.91
1941.09,29,22590,1311.74
1947.72,29,22590,1305.11
1947.72,30,23134,1327.78
1953.07,30,23134,1322.43
1953.07,29,22980,1316.38
1953.07,28,22395,1310.34
1971.31,28,22395,1292.1
1971.31,25,20595,1260.46
1971.48,25,20595,1260.29
1971.48,26,20749,1266.71
1974.52,26,20749,1263.67
1974.52,27,20893,1269.67
1980,27,20893,1264.19
1980,27,20893,1219.9
1980,27,20893,1219.9
1980.03,27,20893,1219.87
1980.03,26,20308,1217.25
1992.53,26,20308,1204.76
1992.53,27,20492,1212.12
1997.14,27,20492,1207.5
1997.14,28,20636,1213.26
2009.03,28,20636,1201.37
2009.03,27,20482,1198.75
2014.43,27,20482,1193.35
2014.43,28,20626,1199.11
2023.46,28,20626,1190.09
2023.46,29,22418,1261.77
2040,29,22418,1245.22
2040,29,22418,1245.22
2040,29,22418,1245.22
2041.58,29,22418,1243.64
2041.58,29,22418,1241.02
2047.48,29,22418,1235.36
2047.48,30,22562,1241.12
2052.47,30,22562,1236.33
2052.47,31,22746,1243.69
2058.03,31,22746,1238.35
2058.03,30,22562,1227.3
2061.13,30,22562,1224.32
2061.13,29,22286,1200.25
2065.12,29,22286,1196.41
2065.12,27,21918,1186.01
2065.32,27,21918,1185.82
2065.32,28,24494,1288.86
2082.81,28,24494,1272.07
2082.81,28,24494,1275.07
2084.51,28,24494,1273.37
2084.51,27,24310,1268.13
2091.6,27,24310,1261.04
2091.6,26,24166,1255.79
2091.6,25,23982,1250.55
2092.07,25,23982,1250.09
2092.07,25,23982,1247.46
2095.68,25,23982,1243.99
2095.68,26,24407,1260.99
2097.54,26,24407,1259.2
2097.54,25,24263,1256.58
2098.21,25,24263,1255.91
2098.21,24,24119,1250.68
2100,24,24119,1248.9
2100,24,24119,1248.9
2100,24,24119,1248.9
2101.19,24,24119,1247.7
2101.19,25,24194,1250.7
2104.15,25,24194,1247.74
2104.15,24,24050,1242.51
2104.82,24,24050,1241.84
2104.82,23,23866,1236.61
2110.76,23,23866,1230.67
2110.76,22,23791,1225.44
2110.99,22,23791,1225.22
2110.99,22,23791,1219.98
2112.26,22,23791,1218.86
2112.26,22,23791,1212.78
2112.26,22,23791,1206.69
2118.08,22,23791,1202.5
2118.09,21,23247,1197.26
2120.02,21,23247,1195.4
2120.02,21,23247,1192.77
2120.41,21,23247,1192.41
2120.41,21,23247,1171.39
2120.68,21,23247,1171.24
2120.68,21,23247,1174.24
2123.25,21,23247,1172.59
2123.25,21,23247,1159.62
2129.14,21,23247,1156.79
2129.14,22,23391,1162.55
2129.93,22,23391,1162.17
2129.93,22,23391,1159.54
2131.3,22,23391,1158.94
2131.3,21,21935,1166.02
2131.52,21,21935,1165.8
2131.52,20,21510,1165.58
2135.16,20,21510,1161.94
2135.16,21,21766,1172.18
2146.79,21,21766,1160.55
2146.79,22,22022,1170.79
2157.21,22,22022,1160.37
2157.21,16,14446,1116.63
2160,16,14446,1113.84
